Date,Department,Service_Type,Application,Region,Usage_Hours,Cost_INR
2026-07-29,Electricity,Compute,Smart Grid Analysis,India-South,203,4388
2026-07-30,Transport,Database,Fleet Management DB,India-North,182,3398
2026-07-30,Healthcare,Storage,Patient Data Backup,India-North,256,1924
2026-07-30,Electricity,Database,Energy Usage DB,India-South,241,3739
2026-07-31,Surveillance,Database,CCTV Analytics DB,India-North,250,3940
2026-07-31,Healthcare,Networking,Hospital Network,India-South,199,1403
2026-07-31,Traffic,Networking,Traffic Communication,India-West,147,1030
2026-08-01,Electricity,Database,Energy Usage DB,India-North,232,4216
2026-08-01,Transport,Storage,Transport Data Backup,India-East,395,1534
2026-08-01,Traffic,Networking,Traffic Monitoring,India-East,127,1533
2026-08-02,Transport,Networking,Bus Tracking System,India-South,164,1049
2026-08-02,Surveillance,Storage,CCTV Footage Storage,India-South,328,1638
2026-08-02,Water,Networking,IoT Water Sensors,India-North,186,965
2026-08-02,Healthcare,Storage,Health Backup,India-East,289,1132
2026-08-03,Electricity,Storage,Grid Logs Backup,India-South,361,1932
2026-08-03,Water,Database,Water Monitoring System,India-East,187,3424
2026-08-03,Transport,Networking,Bus Network,India-East,180,1501
2026-08-03,Surveillance,Database,CCTV Analytics DB,India-West,228,4177
2026-08-03,Traffic,Database,Traffic Analytics DB,India-East,270,3651
2026-08-04,Surveillance,Networking,CCTV Stream Network,India-South,178,1585
2026-08-04,Healthcare,Networking,Health IoT Sensors,India-North,125,1434
2026-08-04,Transport,Compute,Route AI,India-North,234,3956
2026-08-04,Water,Compute,Leak Detection AI,India-West,175,3519
2026-08-05,Water,Compute,Water Demand AI,India-West,155,4647
2026-08-05,Traffic,Networking,Signal Network,India-South,159,1215
2026-08-05,Healthcare,Database,Health Records DB,India-West,255,3904
2026-08-06,Surveillance,Compute,AI Surveillance,India-West,152,3982
2026-08-06,Electricity,Database,Energy Usage DB,India-West,246,3446
2026-08-06,Transport,Compute,Bus Tracking System,India-West,184,3161
2026-08-06,Healthcare,Database,Health Records DB,India-North,197,3549
2026-08-06,Water,Networking,IoT Water Sensors,India-East,181,1502
2026-08-07,Transport,Database,Transport Analytics DB,India-East,202,4158
2026-08-07,Electricity,Storage,Grid Logs Backup,India-East,350,1432
2026-08-07,Traffic,Networking,Traffic Communication,India-East,127,1686
2026-08-07,Water,Database,Water Analytics DB,India-West,200,3859
2026-08-07,Surveillance,Database,Surveillance DB,India-South,239,3337
2026-08-08,Healthcare,Networking,Health IoT Sensors,India-South,173,1550
2026-08-08,Electricity,Networking,Smart Meter Network,India-East,131,1281
2026-08-08,Transport,Networking,Bus Tracking System,India-West,137,1237
2026-08-08,Water,Networking,Water Sensors,India-North,148,1448
2026-08-09,Electricity,Database,Energy Usage DB,India-North,194,3636
2026-08-09,Traffic,Compute,Traffic Signal AI,India-South,174,4077
2026-08-09,Healthcare,Database,Smart Health Records,India-South,233,4247
2026-08-10,Traffic,Database,Signal Records DB,India-East,228,4270
2026-08-10,Healthcare,Networking,Hospital Network,India-North,198,1213
2026-08-10,Surveillance,Storage,Video Storage,India-North,334,2298
2026-08-10,Water,Storage,Water Data Logs,India-South,317,1478
2026-08-11,Surveillance,Database,CCTV Analytics DB,India-North,240,4186
2026-08-11,Traffic,Database,Traffic Analytics DB,India-East,229,4171
2026-08-11,Transport,Storage,Transport Data Backup,India-West,415,2179
2026-08-11,Electricity,Compute,Grid Compute,India-North,163,3691
2026-08-11,Healthcare,Storage,Health Backup,India-North,277,2033
2026-08-12,Transport,Compute,Route AI,India-South,226,4545
2026-08-12,Traffic,Database,Traffic Analytics DB,India-South,233,3698
2026-08-12,Water,Storage,Water Data Logs,India-South,313,1966
2026-08-12,Electricity,Networking,Smart Meter Network,India-North,195,1396
2026-08-12,Surveillance,Storage,CCTV Backup System,India-North,342,1529
2026-08-13,Traffic,Networking,Traffic Monitoring,India-West,132,1430
2026-08-13,Transport,Database,Fleet Management DB,India-North,191,3525
2026-08-13,Water,Storage,Water Records Backup,India-West,415,1756
2026-08-13,Healthcare,Storage,Patient Backup,India-East,357,2325
2026-08-14,Water,Database,Water Monitoring System,India-North,267,3482
2026-08-14,Transport,Storage,Fleet Data Logs,India-North,256,2113
2026-08-14,Healthcare,Compute,Medical Imaging AI,India-North,195,4005
2026-08-15,Water,Database,Water Analytics DB,India-North,229,3284
2026-08-15,Electricity,Compute,Grid Compute,India-North,196,4373
2026-08-15,Surveillance,Database,Surveillance DB,India-South,199,3615
2026-08-15,Healthcare,Database,Smart Health Records,India-North,191,4220
2026-08-15,Transport,Compute,Route AI,India-West,233,3984
2026-08-16,Transport,Networking,Bus Network,India-South,159,1586
2026-08-16,Healthcare,Networking,Hospital Network,India-East,142,1347
2026-08-16,Traffic,Networking,Traffic Monitoring,India-East,171,1480
2026-08-16,Electricity,Database,Energy DB,India-East,187,3308
2026-08-17,Water,Storage,Water Data Logs,India-North,260,1171
2026-08-17,Traffic,Database,Signal Records DB,India-North,266,4054
2026-08-17,Healthcare,Compute,Health AI,India-East,175,3103
2026-08-17,Transport,Storage,Fleet Data Logs,India-East,331,1246
2026-08-18,Traffic,Database,Signal Records DB,India-East,239,3686
2026-08-18,Water,Database,Water Monitoring System,India-South,236,3678
2026-08-18,Healthcare,Storage,Patient Data Backup,India-East,258,1914
2026-08-18,Electricity,Compute,Smart Grid Analysis,India-East,157,4487
2026-08-19,Water,Networking,Water Sensors,India-North,196,1177
2026-08-19,Healthcare,Database,Health Records DB,India-East,217,3434
2026-08-19,Electricity,Networking,Smart Meter Network,India-South,167,981
2026-08-20,Water,Database,Water Analytics DB,India-East,232,3994
2026-08-20,Traffic,Compute,Traffic Signal AI,India-East,198,3514
2026-08-20,Transport,Database,Fleet Management DB,India-South,239,4126
2026-08-20,Healthcare,Compute,Health AI,India-South,240,4507
2026-08-20,Surveillance,Storage,Video Storage,India-West,381,2241
2026-08-21,Healthcare,Networking,Hospital Network,India-East,157,1226
2026-08-21,Transport,Networking,Transport Sensors,India-South,125,1182
2026-08-21,Surveillance,Networking,Surveillance Network,India-West,122,1709
2026-08-21,Traffic,Networking,Traffic Communication,India-North,150,1335
2026-08-21,Water,Database,Water Monitoring System,India-West,231,3578
2026-08-22,Transport,Networking,Transport Sensors,India-North,142,1695
2026-08-22,Surveillance,Compute,AI Monitoring,India-South,156,4152
2026-08-22,Water,Compute,Water Demand AI,India-West,175,3509
2026-08-22,Healthcare,Storage,Health Backup,India-South,269,1603
2026-08-22,Electricity,Storage,Grid Logs Backup,India-South,294,1752
2026-08-23,Healthcare,Compute,Health AI,India-South,155,3944
2026-08-23,Electricity,Storage,Grid Logs Backup,India-West,394,2000
2026-08-23,Transport,Compute,Route AI,India-West,232,3249
2026-08-23,Traffic,Storage,Signal Data Backup,India-South,420,1717
2026-08-23,Water,Compute,Leak Detection AI,India-North,220,3996
2026-08-24,Traffic,Database,Signal Records DB,India-East,244,3323
2026-08-24,Surveillance,Compute,AI Monitoring,India-North,237,4374
2026-08-24,Healthcare,Networking,Health IoT Sensors,India-East,197,1038
2026-08-24,Transport,Database,Fleet Management DB,India-North,231,4199
2026-08-24,Water,Compute,Water Demand AI,India-East,148,4483
2026-08-25,Surveillance,Database,Surveillance DB,India-South,211,3750
2026-08-25,Traffic,Compute,Traffic Signal AI,India-South,179,4526
2026-08-25,Electricity,Networking,Grid Sensors,India-West,169,1618
2026-08-25,Transport,Compute,Bus Tracking System,India-East,193,4339
2026-08-26,Surveillance,Database,CCTV Analytics DB,India-North,262,4140
2026-08-26,Electricity,Networking,Smart Meter Network,India-South,125,1119
2026-08-26,Traffic,Networking,Traffic Monitoring,India-East,185,1550
2026-08-27,Water,Compute,Leak Detection AI,India-West,187,3646
2026-08-27,Surveillance,Networking,Surveillance Network,India-East,177,1231
2026-08-27,Electricity,Database,Energy DB,India-East,235,4060
2026-08-27,Traffic,Compute,Traffic AI,India-East,197,4378
2026-08-27,Healthcare,Networking,Hospital Network,India-East,200,1074
2026-08-28,Traffic,Database,Traffic Analytics DB,India-North,195,3405
2026-08-28,Water,Networking,IoT Water Sensors,India-East,133,1536
2026-08-28,Transport,Database,Transport Analytics DB,India-North,203,3754
2026-08-28,Healthcare,Storage,Health Backup,India-South,275,2049
2026-08-28,Surveillance,Networking,CCTV Stream Network,India-West,186,1124
2026-08-29,Transport,Database,Transport Analytics DB,India-South,232,3803
2026-08-29,Electricity,Storage,Energy Data Archive,India-West,344,1533
2026-08-29,Traffic,Networking,Signal Network,India-East,167,1157
2026-08-30,Transport,Storage,Transport Data Backup,India-West,365,1383
2026-08-30,Electricity,Compute,Grid Compute,India-West,249,4009
2026-08-30,Water,Storage,Water Data Logs,India-South,333,1740
2026-08-31,Water,Compute,Leak Detection AI,India-South,246,4210
2026-08-31,Surveillance,Networking,Surveillance Network,India-North,187,1059
2026-08-31,Electricity,Storage,Energy Data Archive,India-East,353,1274
2026-08-31,Transport,Database,Transport Analytics DB,India-West,189,3578
2026-08-31,Traffic,Networking,Traffic Communication,India-East,194,1575
2026-09-01,Healthcare,Networking,Health IoT Sensors,India-South,188,1602
2026-09-01,Electricity,Database,Energy DB,India-West,244,3627
2026-09-01,Water,Networking,IoT Water Sensors,India-West,130,1087
2026-09-02,Healthcare,Compute,Medical Imaging AI,India-North,197,4663
2026-09-02,Transport,Compute,Transport AI,India-South,204,3844
2026-09-02,Water,Networking,IoT Water Sensors,India-North,141,1567
2026-09-02,Traffic,Compute,Traffic Signal AI,India-West,231,3677
2026-09-02,Electricity,Storage,Energy Data Archive,India-North,301,2004
2026-09-03,Transport,Storage,Fleet Data Logs,India-North,257,1837
2026-09-03,Electricity,Database,Energy Usage DB,India-South,269,3944
2026-09-03,Water,Compute,Leak Detection AI,India-South,217,3486
2026-09-03,Traffic,Storage,Traffic Data Logs,India-West,263,1156
2026-09-03,Healthcare,Compute,Medical Imaging AI,India-West,166,3313
2026-09-04,Surveillance,Storage,Video Storage,India-East,395,1926
2026-09-04,Healthcare,Storage,Health Backup,India-South,400,1107
2026-09-04,Traffic,Database,Traffic Analytics DB,India-West,199,3660
2026-09-05,Surveillance,Database,Surveillance DB,India-North,214,3602
2026-09-05,Traffic,Database,Traffic Analytics DB,India-East,214,4241
2026-09-05,Electricity,Storage,Grid Logs Backup,India-East,353,1490
2026-09-06,Electricity,Networking,Smart Meter Network,India-West,177,1109
2026-09-06,Transport,Storage,Transport Data Backup,India-East,317,1951
2026-09-06,Healthcare,Database,Health Records DB,India-East,195,3444
2026-09-07,Healthcare,Database,Smart Health Records,India-North,252,3764
2026-09-07,Water,Database,Water DB,India-West,187,4094
2026-09-07,Traffic,Compute,Traffic Prediction AI,India-East,210,4673
2026-09-08,Transport,Database,Transport Analytics DB,India-East,197,4084
2026-09-08,Traffic,Compute,Traffic Prediction AI,India-East,143,4229
2026-09-08,Healthcare,Database,Health Records DB,India-West,222,3651
2026-09-08,Water,Compute,Water Demand AI,India-South,233,4813
2026-09-08,Electricity,Storage,Grid Logs Backup,India-West,363,1870
2026-09-09,Healthcare,Networking,Health IoT Sensors,India-North,186,1085
2026-09-09,Water,Database,Water DB,India-South,183,4274
2026-09-09,Electricity,Networking,Smart Meter Network,India-South,124,1420
2026-09-09,Surveillance,Storage,CCTV Storage,India-West,284,1240
2026-09-10,Transport,Networking,Transport Sensors,India-South,144,1603
2026-09-10,Surveillance,Database,Surveillance DB,India-North,248,3289
2026-09-10,Healthcare,Networking,Hospital Network,India-North,149,1274
2026-09-10,Electricity,Compute,Grid Compute,India-West,236,4701
2026-09-10,Traffic,Compute,Traffic AI,India-South,212,3794
2026-09-11,Transport,Database,Fleet Management DB,India-South,204,3599
2026-09-11,Water,Database,Water Analytics DB,India-West,254,3803
2026-09-11,Electricity,Compute,Smart Grid Analysis,India-West,184,3998
2026-09-11,Healthcare,Database,Smart Health Records,India-East,243,3517
2026-09-12,Water,Compute,Leak Detection AI,India-North,186,3281
2026-09-12,Electricity,Networking,Smart Meter Network,India-North,137,1492
2026-09-12,Traffic,Compute,Traffic AI,India-West,155,3305
2026-09-13,Water,Database,Water DB,India-West,242,4318
2026-09-13,Traffic,Networking,Traffic Communication,India-West,162,989
2026-09-13,Transport,Storage,Fleet Data Logs,India-North,404,1384
2026-09-13,Surveillance,Database,Surveillance DB,India-East,186,3998
2026-09-14,Water,Compute,Leak Detection AI,India-East,175,3882
2026-09-14,Surveillance,Storage,CCTV Footage Storage,India-North,325,2079
2026-09-14,Healthcare,Database,Health Records DB,India-West,253,3315
2026-09-14,Electricity,Compute,Smart Grid Analysis,India-South,168,3233
2026-09-14,Traffic,Database,Signal Records DB,India-North,225,3709
2026-09-15,Traffic,Compute,Traffic AI,India-North,173,3728
2026-09-15,Electricity,Networking,Grid Sensors,India-West,188,1003
2026-09-15,Surveillance,Database,CCTV Analytics DB,India-West,201,3986
2026-09-15,Healthcare,Database,Health Records DB,India-South,199,3542
2026-09-15,Water,Storage,Water Data Logs,India-East,379,2070
2026-09-16,Surveillance,Storage,CCTV Backup System,India-East,328,1555
2026-09-16,Transport,Networking,Bus Tracking System,India-East,123,1024
2026-09-16,Healthcare,Storage,Patient Data Backup,India-East,336,1767
2026-09-16,Water,Database,Water Monitoring System,India-West,237,4141
2026-09-16,Traffic,Compute,Traffic Prediction AI,India-South,181,3723
2026-09-17,Transport,Networking,Bus Network,India-South,180,1419
2026-09-17,Traffic,Database,Traffic Analytics DB,India-South,211,4139
2026-09-17,Healthcare,Database,Health Records DB,India-West,181,3448
2026-09-17,Surveillance,Networking,CCTV Stream Network,India-South,135,988
2026-09-18,Electricity,Networking,Smart Meter Network,India-West,190,1387
2026-09-18,Traffic,Database,Signal Records DB,India-East,244,3842
2026-09-18,Surveillance,Database,Surveillance DB,India-East,250,3681
2026-09-18,Healthcare,Database,Health Records DB,India-East,260,3481
2026-09-19,Transport,Networking,Transport Sensors,India-North,194,1503
2026-09-19,Traffic,Database,Signal Records DB,India-North,206,4190
2026-09-19,Surveillance,Storage,CCTV Backup System,India-South,393,1828
2026-09-19,Water,Storage,Water Records Backup,India-West,277,2288
2026-09-20,Transport,Networking,Bus Tracking System,India-West,161,1298
2026-09-20,Water,Compute,Leak Detection AI,India-East,248,4705
2026-09-20,Traffic,Compute,Traffic Prediction AI,India-North,166,4726
2026-09-21,Healthcare,Storage,Patient Backup,India-South,327,1648
2026-09-21,Transport,Storage,Transport Data Backup,India-North,373,2075
2026-09-21,Electricity,Storage,Grid Logs Backup,India-East,288,1143
2026-09-21,Water,Storage,Water Data Logs,India-West,345,1624
2026-09-22,Transport,Compute,Route Optimization AI,India-West,217,4839
2026-09-22,Surveillance,Networking,CCTV Stream Network,India-West,177,1329
2026-09-22,Water,Storage,Water Records Backup,India-West,285,2208
2026-09-23,Water,Compute,Water Demand AI,India-East,159,4701
2026-09-23,Surveillance,Storage,Video Storage,India-North,358,1211
2026-09-23,Traffic,Networking,Signal Network,India-South,187,1684
2026-09-23,Healthcare,Networking,Health IoT Sensors,India-West,197,1398
2026-09-24,Surveillance,Database,CCTV Analytics DB,India-North,257,4153
2026-09-24,Traffic,Database,Signal Records DB,India-South,220,3573
2026-09-24,Electricity,Database,Energy DB,India-West,184,3356
2026-09-25,Surveillance,Networking,Surveillance Network,India-West,173,1176
2026-09-25,Healthcare,Database,Health Records DB,India-East,192,3510
2026-09-25,Electricity,Networking,Smart Meter Network,India-South,192,1323
2026-09-25,Water,Database,Water Monitoring System,India-North,201,4277
2026-09-25,Transport,Compute,Bus Tracking System,India-East,230,4777
2026-09-26,Healthcare,Database,Smart Health Records,India-North,233,3610
2026-09-26,Surveillance,Database,Surveillance DB,India-West,269,3809
2026-09-26,Water,Database,Water Analytics DB,India-North,244,4205
2026-09-26,Transport,Storage,Transport Data Backup,India-North,378,1841
2026-09-26,Electricity,Compute,Smart Grid AI,India-East,168,4249
2026-09-27,Electricity,Compute,Smart Grid Analysis,India-West,231,3079
2026-09-27,Surveillance,Database,CCTV Analytics DB,India-East,263,3909
2026-09-27,Healthcare,Networking,Health IoT Sensors,India-North,123,1233
2026-09-27,Transport,Storage,Transport Data Backup,India-West,420,1784
2026-09-27,Water,Database,Water Monitoring System,India-South,265,3285
2026-09-28,Transport,Storage,Transport Data Backup,India-North,287,1737
2026-09-28,Water,Networking,IoT Water Sensors,India-North,174,1690
2026-09-28,Surveillance,Database,Surveillance DB,India-East,185,4256
2026-09-28,Traffic,Database,Traffic Analytics DB,India-South,207,3386
2026-09-28,Healthcare,Networking,Hospital Network,India-North,158,1440
2026-09-29,Healthcare,Compute,Diagnostics AI,India-West,249,3727
2026-09-29,Electricity,Database,Energy Usage DB,India-South,216,3288
2026-09-29,Transport,Networking,Bus Network,India-East,166,1377
2026-09-29,Water,Database,Water DB,India-North,240,3588
2026-09-30,Electricity,Storage,Energy Data Archive,India-East,272,1885
2026-09-30,Water,Storage,Water Data Logs,India-East,367,1359
2026-09-30,Surveillance,Database,CCTV Analytics DB,India-South,186,3634
2026-10-01,Water,Database,Water Monitoring System,India-East,193,3632
2026-10-01,Electricity,Database,Energy DB,India-East,196,4318
2026-10-01,Transport,Networking,Transport Sensors,India-West,164,1066
2026-10-01,Healthcare,Storage,Patient Data Backup,India-North,351,1762
2026-10-01,Surveillance,Database,Surveillance DB,India-South,243,3537
2026-10-02,Transport,Compute,Route Optimization AI,India-South,180,3410
2026-10-02,Electricity,Storage,Energy Data Archive,India-North,374,1897
2026-10-02,Water,Database,Water Monitoring System,India-South,232,3473
2026-10-02,Surveillance,Storage,CCTV Storage,India-South,381,1554
2026-10-03,Traffic,Networking,Traffic Communication,India-East,166,1183
2026-10-03,Water,Networking,Water Sensors,India-South,137,1149
2026-10-03,Transport,Storage,Transport Data Backup,India-South,284,2091
2026-10-03,Healthcare,Database,Health Records DB,India-West,222,3577
2026-10-04,Healthcare,Storage,Health Backup,India-East,288,1679
2026-10-04,Surveillance,Storage,CCTV Backup System,India-North,315,1206
2026-10-04,Water,Networking,Water Sensors,India-East,137,1078
2026-10-04,Traffic,Compute,Traffic AI,India-North,140,3468
2026-10-04,Transport,Storage,Fleet Data Logs,India-North,339,1514
2026-10-05,Transport,Storage,Transport Data Backup,India-West,419,1124
2026-10-05,Healthcare,Storage,Patient Data Backup,India-East,367,2028
2026-10-05,Surveillance,Database,Surveillance DB,India-South,200,4188
2026-10-05,Traffic,Database,Traffic Analytics DB,India-South,241,3396
2026-10-06,Electricity,Networking,Smart Meter Network,India-West,161,1007
2026-10-06,Water,Networking,IoT Water Sensors,India-West,141,1470
2026-10-06,Transport,Storage,Fleet Data Logs,India-North,384,1548
2026-10-06,Healthcare,Compute,Diagnostics AI,India-South,247,4828
2026-10-06,Traffic,Storage,Traffic Data Logs,India-East,372,1875
2026-10-07,Healthcare,Database,Health Records DB,India-North,207,3513
2026-10-07,Surveillance,Networking,Surveillance Network,India-North,168,1268
2026-10-07,Electricity,Storage,Energy Data Archive,India-West,409,1881
2026-10-07,Water,Compute,Leak Detection AI,India-South,235,4649
2026-10-07,Transport,Storage,Transport Data Backup,India-North,371,2097
2026-10-08,Healthcare,Database,Health Records DB,India-South,246,3809
2026-10-08,Traffic,Database,Signal Records DB,India-East,226,4249
2026-10-08,Surveillance,Database,Surveillance DB,India-North,224,3417
2026-10-08,Electricity,Database,Energy DB,India-East,217,3910
2026-10-08,Transport,Compute,Transport AI,India-North,147,3617
2026-10-09,Surveillance,Database,Surveillance DB,India-West,220,4130
2026-10-09,Water,Networking,IoT Water Sensors,India-South,163,981
2026-10-09,Healthcare,Storage,Patient Backup,India-East,359,2126
2026-10-10,Transport,Networking,Transport Sensors,India-West,197,1437
2026-10-10,Water,Compute,Water Demand AI,India-North,145,4102
2026-10-10,Healthcare,Database,Smart Health Records,India-West,241,3422
2026-10-11,Surveillance,Storage,CCTV Storage,India-North,403,2074
2026-10-11,Electricity,Storage,Grid Logs Backup,India-East,343,1556
2026-10-11,Water,Networking,Water Sensors,India-East,187,1251
2026-10-11,Traffic,Database,Traffic Analytics DB,India-East,230,3329
2026-10-11,Transport,Database,Transport Analytics DB,India-North,188,3521
2026-10-12,Healthcare,Database,Health Records DB,India-West,253,4155
2026-10-12,Water,Storage,Water Data Logs,India-North,325,1628
2026-10-12,Surveillance,Compute,AI Surveillance,India-North,194,4327
2026-10-13,Traffic,Compute,Traffic Signal AI,India-South,190,4074
2026-10-13,Water,Database,Water Analytics DB,India-North,235,3816
2026-10-13,Electricity,Database,Energy DB,India-East,234,4066
2026-10-13,Healthcare,Networking,Hospital Network,India-North,152,1568
2026-10-13,Surveillance,Database,CCTV Analytics DB,India-South,228,3309
2026-10-14,Healthcare,Compute,Health AI,India-South,145,3773
2026-10-14,Electricity,Networking,Grid Sensors,India-North,145,1072
2026-10-14,Traffic,Networking,Traffic Monitoring,India-South,173,1701
2026-10-14,Transport,Networking,Bus Network,India-East,164,1588
2026-10-15,Healthcare,Networking,Health IoT Sensors,India-West,128,1246
2026-10-15,Electricity,Database,Energy DB,India-North,258,3514
2026-10-15,Traffic,Compute,Traffic Signal AI,India-North,162,3937
2026-10-15,Surveillance,Networking,CCTV Stream Network,India-East,166,1721
2026-10-15,Transport,Database,Transport Analytics DB,India-North,229,3739
2026-10-16,Healthcare,Storage,Health Backup,India-South,383,1360
2026-10-16,Electricity,Compute,Grid Compute,India-East,240,3736
2026-10-16,Water,Networking,IoT Water Sensors,India-East,160,1565
2026-10-17,Traffic,Networking,Signal Network,India-North,143,1558
2026-10-17,Electricity,Storage,Grid Logs Backup,India-South,365,2062
2026-10-17,Surveillance,Networking,Surveillance Network,India-North,181,981
2026-10-18,Water,Storage,Water Data Logs,India-East,396,1876
2026-10-18,Healthcare,Compute,Diagnostics AI,India-North,212,4865
2026-10-18,Surveillance,Storage,Video Storage,India-South,411,2039
2026-10-19,Water,Networking,IoT Water Sensors,India-North,150,990
2026-10-19,Transport,Storage,Transport Data Backup,India-West,319,2040
2026-10-19,Electricity,Storage,Energy Data Archive,India-East,267,2130
2026-10-19,Traffic,Networking,Traffic Communication,India-South,134,1542
2026-10-19,Healthcare,Database,Health Records DB,India-South,188,3436
2026-10-20,Surveillance,Compute,AI Monitoring,India-West,250,4826
2026-10-20,Healthcare,Compute,Diagnostics AI,India-South,213,4373
2026-10-20,Transport,Database,Fleet Management DB,India-East,246,3809
2026-10-21,Surveillance,Database,CCTV Analytics DB,India-West,235,3892
2026-10-21,Transport,Storage,Fleet Data Logs,India-East,322,1424
2026-10-21,Traffic,Database,Traffic Analytics DB,India-East,243,3799
2026-10-21,Electricity,Database,Energy Usage DB,India-South,221,4259
2026-10-21,Water,Networking,Water Sensors,India-South,131,1578
2026-10-22,Traffic,Compute,Traffic Prediction AI,India-North,231,4282
2026-10-22,Healthcare,Database,Smart Health Records,India-North,229,4127
2026-10-22,Electricity,Networking,Smart Meter Network,India-South,121,1704
2026-10-23,Water,Networking,IoT Water Sensors,India-North,174,1274
2026-10-23,Surveillance,Networking,Surveillance Network,India-East,134,1216
2026-10-23,Traffic,Database,Signal Records DB,India-East,243,3623
2026-10-23,Electricity,Database,Energy DB,India-North,239,3777
2026-10-23,Transport,Storage,Transport Data Backup,India-West,393,1507
2026-10-24,Transport,Compute,Bus Tracking System,India-East,250,4156
2026-10-24,Traffic,Networking,Signal Network,India-East,199,1524
2026-10-24,Surveillance,Database,CCTV Analytics DB,India-South,242,3457
2026-10-25,Healthcare,Networking,Hospital Network,India-North,125,1290
2026-10-25,Electricity,Storage,Energy Data Archive,India-North,330,1836
2026-10-25,Traffic,Networking,Signal Network,India-West,147,1061
2026-10-26,Healthcare,Networking,Health IoT Sensors,India-West,178,1337
2026-10-26,Electricity,Database,Energy DB,India-East,265,3333
2026-10-26,Traffic,Database,Traffic Analytics DB,India-South,180,3998
2026-10-26,Surveillance,Database,CCTV Analytics DB,India-East,247,3307
2026-10-27,Surveillance,Compute,AI Monitoring,India-East,241,4104
2026-10-27,Traffic,Networking,Signal Network,India-South,194,1304
2026-10-27,Healthcare,Compute,Health AI,India-West,202,4694
2026-10-27,Electricity,Compute,Smart Grid Analysis,India-North,220,4637
2026-10-27,Transport,Compute,Route AI,India-East,142,3456
2026-10-28,Surveillance,Storage,CCTV Backup System,India-North,328,2234
2026-10-28,Water,Database,Water Analytics DB,India-North,256,3662
2026-10-28,Transport,Networking,Bus Tracking System,India-South,150,1083
2026-10-28,Traffic,Compute,Traffic AI,India-West,189,4714
2026-10-28,Electricity,Database,Energy DB,India-East,187,3913
2026-10-29,Surveillance,Storage,CCTV Backup System,India-North,327,2057
2026-10-29,Water,Compute,Leak Detection AI,India-West,210,4687
2026-10-29,Healthcare,Database,Smart Health Records,India-East,204,3868
2026-10-29,Traffic,Storage,Signal Data Backup,India-North,303,1509
2026-10-30,Water,Networking,IoT Water Sensors,India-South,141,1297
2026-10-30,Healthcare,Compute,Diagnostics AI,India-West,182,4464
2026-10-30,Surveillance,Networking,CCTV Stream Network,India-North,121,1123
2026-10-31,Transport,Database,Transport Analytics DB,India-West,243,4060
2026-10-31,Healthcare,Compute,Medical Imaging AI,India-South,176,4698
2026-10-31,Electricity,Compute,Smart Grid Analysis,India-West,196,3339
2026-11-01,Traffic,Compute,Traffic Prediction AI,India-North,204,4063
2026-11-01,Electricity,Compute,Smart Grid Analysis,India-East,143,4491
2026-11-01,Water,Compute,Leak Detection AI,India-North,182,3143
2026-11-01,Healthcare,Networking,Health IoT Sensors,India-East,174,1239
2026-11-02,Traffic,Networking,Traffic Communication,India-South,175,1008
2026-11-02,Electricity,Storage,Energy Data Archive,India-South,420,1423
2026-11-02,Transport,Compute,Route Optimization AI,India-South,218,3802
2026-11-02,Water,Database,Water Analytics DB,India-North,209,4137
2026-11-03,Transport,Compute,Route AI,India-West,246,4087
2026-11-03,Water,Storage,Water Records Backup,India-South,325,1859
2026-11-03,Healthcare,Storage,Health Backup,India-South,317,1642
2026-11-03,Traffic,Storage,Signal Data Backup,India-North,289,1739
2026-11-04,Transport,Compute,Bus Tracking System,India-East,186,3170
2026-11-04,Healthcare,Storage,Patient Backup,India-South,309,1771
2026-11-04,Traffic,Storage,Signal Data Backup,India-South,271,1603
2026-11-04,Surveillance,Networking,CCTV Stream Network,India-South,160,1598
2026-11-05,Electricity,Storage,Grid Logs Backup,India-North,359,1724
2026-11-05,Healthcare,Networking,Hospital Network,India-North,120,1513
2026-11-05,Transport,Storage,Transport Data Backup,India-South,378,1339
2026-11-05,Water,Compute,Water Demand AI,India-East,247,3146
2026-11-06,Traffic,Database,Signal Records DB,India-North,181,3309
2026-11-06,Healthcare,Storage,Patient Data Backup,India-East,327,2242
2026-11-06,Transport,Database,Fleet Management DB,India-South,238,3887
2026-11-06,Water,Database,Water Monitoring System,India-North,258,3477
2026-11-07,Electricity,Networking,Smart Meter Network,India-East,120,1470
2026-11-07,Water,Database,Water Monitoring System,India-West,249,3531
2026-11-07,Surveillance,Storage,CCTV Backup System,India-South,346,1687
2026-11-07,Healthcare,Storage,Patient Data Backup,India-North,328,2273
2026-11-08,Traffic,Storage,Traffic Data Logs,India-South,418,1740
2026-11-08,Water,Database,Water DB,India-North,266,3753
2026-11-08,Transport,Storage,Transport Data Backup,India-East,327,2394
2026-11-08,Electricity,Database,Energy DB,India-South,259,3957
2026-11-08,Healthcare,Networking,Health IoT Sensors,India-South,188,1131
2026-11-09,Transport,Compute,Bus Tracking System,India-West,191,3648
2026-11-09,Traffic,Database,Signal Records DB,India-North,269,3547
2026-11-09,Electricity,Storage,Grid Logs Backup,India-South,375,2150
2026-11-09,Water,Compute,Water Demand AI,India-West,202,3140
2026-11-09,Healthcare,Networking,Health IoT Sensors,India-East,134,1620
2026-11-10,Traffic,Storage,Traffic Data Logs,India-South,337,1501
2026-11-10,Healthcare,Compute,Health AI,India-East,182,4334
